id,time,date_precision,latitude,longitude,loc_precision,place,cause,deaths,tier,notes
hanze-2898,2002-08-26T12:00:00Z,day,50.64,4.65,country,Belgium (BE310;BE331;BE352),river flood — Heavy rainfall up to 101 mm in 24 h,0,hanze,HANZE v3.0.1b id 2898; end 2002-08-27; persons affected 600
hanze-6035,2002-12-24T12:00:00Z,day,50.64,4.65,country,Belgium (BE211;BE231;BE234;BE241;BE251;BE252;BE254;BE32A),river flood — Heavy rainfall,2,hanze,HANZE v3.0.1b id 6035; end 2003-01-08; persons affected n/a
hanze-39,2005-09-10T12:00:00Z,day,50.64,4.65,country,Belgium (BE32B;BE343),flash flood — Extreme rainfall up to 144 mm in 24 h,0,hanze,HANZE v3.0.1b id 39; end 2005-09-11; persons affected 210
hanze-6036,2008-05-28T12:00:00Z,day,50.64,4.65,country,Belgium (BE223;BE224;BE225;BE332),river flood — Heavy rainfall up to 91 mm in 24 h,0,hanze,HANZE v3.0.1b id 6036; end 2008-06-03; persons affected n/a
hanze-40,2010-11-11T12:00:00Z,day,50.64,4.65,country,Belgium (BE100;BE235;BE241;BE310;BE32C;BE32D),river flood — Heavy rainfall up to 62 mm in 24 h,4,hanze,HANZE v3.0.1b id 40; end 2010-11-15; persons affected 690
hanze-41,2016-06-02T12:00:00Z,day,50.64,4.65,country,Belgium (BE213;BE32D;BE335;BE343;BE353),river flood — Heavy rainfall up to 172 mm in 12 days,3,hanze,HANZE v3.0.1b id 41; end 2016-06-08; persons affected n/a
hanze-3015,2021-07-13T12:00:00Z,day,50.64,4.65,country,Belgium (BE223;BE225;BE32B;BE331;BE332;BE335;BE343;BE351),river flood — Heavy rainfall slightly below 300 mm in 48 h,39,hanze,HANZE v3.0.1b id 3015; end 2021-07-16; persons affected 100000
hanze-3016,2023-11-07T12:00:00Z,day,50.64,4.65,country,Belgium (BE252;BE253;BE258),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 3016; end 2023-11-15; persons affected 3000
hanze-2049,1965-05-09T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA014;BA023),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2049; end 1965-05-13; persons affected 24000
hanze-2588,1975-07-13T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA013),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 2588; end 1975-07-17; persons affected n/a
hanze-2943,1976-07-23T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA014;BA023),river flood — Heavy rainfall,8,hanze,HANZE v3.0.1b id 2943; end 1976-07-25; persons affected n/a
hanze-2925,1979-11-15T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA022;BA024),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2925; end 1979-11-21; persons affected 800
hanze-2548,1987-05-07T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA013;BA022),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2548; end 1987-05-08; persons affected n/a
hanze-2050,1996-09-20T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA011;BA012;BA023),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 2050; end 1996-09-24; persons affected n/a
hanze-2707,1999-12-16T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA017),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2707; end 1999-12-18; persons affected 640
hanze-2051,2001-06-20T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA013;BA021;BA023;BA030),river flood — Heavy rainfall (3 days),0,hanze,HANZE v3.0.1b id 2051; end 2001-06-21; persons affected 9000
hanze-2052,2004-03-23T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA016),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2052; end 2004-04-03; persons affected 3000
hanze-2053,2004-04-12T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA011;BA014;BA016;BA017;BA021;BA023;BA024;BA025),river flood — Heavy rainfall (8 days),0,hanze,HANZE v3.0.1b id 2053; end 2004-05-02; persons affected 20000
hanze-2054,2005-12-06T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA011;BA025),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2054; end 2005-12-09; persons affected 3100
hanze-2760,2005-06-26T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA013;BA014;BA023),river flood — Heavy rainfall (2 waves),0,hanze,HANZE v3.0.1b id 2760; end 2005-07-03; persons affected 7000
hanze-2055,2009-02-01T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA017;BA026),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2055; end 2009-02-16; persons affected 2630
hanze-2056,2009-07-07T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA014;BA023),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2056; end 2009-07-15; persons affected 800
hanze-2057,2010-06-22T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA011;BA012;BA013;BA014;BA015;BA017;BA019;BA022;BA024;BA026),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2057; end 2010-06-30; persons affected 24000
hanze-2058,2010-12-01T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA011;BA012;BA013;BA015;BA016;BA017;BA019;BA01A;BA022;BA024;),river flood — Heavy rainfall up to 200 mm in 3 days,3,hanze,HANZE v3.0.1b id 2058; end 2010-12-03; persons affected 20000
hanze-2059,2014-05-12T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA011;BA012;BA013;BA014;BA015;BA019;BA021;BA022;BA023;BA025;),river flood — Heavy rainfall up to 252 mm in 6 days and snowmelt,25,hanze,HANZE v3.0.1b id 2059; end 2014-05-22; persons affected 172000
hanze-2060,2014-08-06T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA013;BA014;BA021;BA022;BA024),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 2060; end 2014-08-06; persons affected 800
hanze-2061,2019-05-12T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA011;BA013;BA014),river flood — Heavy rainfall up to 84 mm in 24 h,1,hanze,HANZE v3.0.1b id 2061; end 2019-05-14; persons affected 600
hanze-2062,2019-06-01T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA013),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2062; end 2019-06-02; persons affected 200
hanze-2063,2020-06-22T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA013;BA022),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2063; end 2020-06-23; persons affected 3000
hanze-3010,2021-11-04T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA017;BA019;BA024),flash flood — Extreme rainfall up to 114 mm in 24 h,0,hanze,HANZE v3.0.1b id 3010; end 2021-11-05; persons affected 2627
hanze-3011,2022-12-10T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA011;BA025),river flood — Heavy rainfall up to 97 mm in 24 h,0,hanze,HANZE v3.0.1b id 3011; end 2022-12-12; persons affected 3000
hanze-3012,2023-05-14T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA011;BA025),river flood — Heavy rainfall up to 44 mm in 24 h,0,hanze,HANZE v3.0.1b id 3012; end 2023-05-16; persons affected 3548
hanze-3013,2024-10-03T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA016;BA017),flash flood — Extreme rainfall,27,hanze,HANZE v3.0.1b id 3013; end 2024-10-04; persons affected 4532
hanze-3014,2025-03-27T12:00:00Z,day,44.0,17.8,country,Bosnia and Herzegovina (BA011;BA014;BA023;BA025),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 3014; end 2025-03-29; persons affected 4000
hanze-2485,1897-07-01T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG331),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2485; end 1897-07-01; persons affected 5400
hanze-2480,1939-06-28T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG321),flash flood — Extreme rainfall,21,hanze,HANZE v3.0.1b id 2480; end 1939-06-28; persons affected n/a
hanze-2455,1942-03-04T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG311),river flood — Ice jam,13,hanze,HANZE v3.0.1b id 2455; end 1942-03-05; persons affected 19000
hanze-2482,1947-07-02T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG334),flash flood — Extreme rainfall,20,hanze,HANZE v3.0.1b id 2482; end 1947-07-02; persons affected n/a
hanze-2481,1949-08-19T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG332),flash flood — Extreme rainfall,16,hanze,HANZE v3.0.1b id 2481; end 1949-08-19; persons affected n/a
hanze-2479,1951-08-23T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG344),flash flood — Extreme rainfall,13,hanze,HANZE v3.0.1b id 2479; end 1951-08-24; persons affected n/a
hanze-2456,1954-07-02T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG413),flash flood — Extreme rainfall,13,hanze,HANZE v3.0.1b id 2456; end 1954-07-02; persons affected 232
hanze-2534,1960-06-16T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG325),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 2534; end 1960-06-17; persons affected n/a
hanze-2533,1969-06-18T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG315),river flood — Heavy rainfall,2,hanze,HANZE v3.0.1b id 2533; end 1969-06-23; persons affected n/a
hanze-2589,1970-07-01T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG333),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 2589; end 1970-07-01; persons affected n/a
hanze-2484,1979-08-21T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG333),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2484; end 1979-08-21; persons affected 650
hanze-2483,1990-12-10T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG425),river flood — Heavy rainfall up to 73 mm in 2 days,10,hanze,HANZE v3.0.1b id 2483; end 1990-12-12; persons affected n/a
hanze-2704,1991-07-06T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG321;BG322),flash flood — Extreme rainfall up to 120 mm in 24 h,0,hanze,HANZE v3.0.1b id 2704; end 1991-07-07; persons affected n/a
hanze-42,1996-11-30T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG321;BG421;BG424;BG425),river flood — Heavy rainfall,3,hanze,HANZE v3.0.1b id 42; end 1996-12-04; persons affected n/a
hanze-43,1997-12-14T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG331;BG341;BG343;BG421),river flood — Snowmelt,1,hanze,HANZE v3.0.1b id 43; end 1998-02-16; persons affected 200
hanze-2486,1997-04-14T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG332),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2486; end 1997-04-15; persons affected n/a
hanze-2705,1998-04-11T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG415),flash flood — Extreme rainfall up to 145 mm,0,hanze,HANZE v3.0.1b id 2705; end 1998-04-12; persons affected n/a
hanze-2487,1999-09-02T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG331;BG333;BG341),river flood — Heavy rainfall up to 200 mm,7,hanze,HANZE v3.0.1b id 2487; end 1999-09-05; persons affected 1450
hanze-2488,1999-09-06T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG341),coastal flood — Storm surge,4,hanze,HANZE v3.0.1b id 2488; end 1999-09-06; persons affected 300
hanze-2706,1999-09-15T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG334),flash flood — Extreme rainfall up to 145 mm,0,hanze,HANZE v3.0.1b id 2706; end 1999-09-15; persons affected 500
hanze-44,2002-05-30T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG321),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 44; end 2002-06-01; persons affected 400
hanze-45,2002-08-10T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG314;BG315;BG321;BG322;BG324;BG333;BG343;BG423),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 45; end 2002-08-11; persons affected n/a
hanze-46,2005-05-26T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG314;BG315;BG321;BG322;BG323;BG325;BG412;BG414;BG415),river flood — Heavy rainfall,6,hanze,HANZE v3.0.1b id 46; end 2005-06-13; persons affected n/a
hanze-47,2005-07-02T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG313;BG315;BG321;BG323;BG325;BG333;BG334;BG341;BG344;BG422),river flood — Heavy rainfall; dam burst,17,hanze,HANZE v3.0.1b id 47; end 2005-07-06; persons affected n/a
hanze-48,2005-08-04T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG313;BG314;BG411;BG412;BG421;BG423;BG424),river flood — Heavy rainfall,7,hanze,HANZE v3.0.1b id 48; end 2005-08-11; persons affected 12000
hanze-49,2005-09-14T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG321;BG322;BG332;BG412),river flood — Heavy rainfall,2,hanze,HANZE v3.0.1b id 49; end 2005-10-04; persons affected 1040
hanze-2761,2006-04-10T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG311;BG312;BG313;BG314;BG323;BG325),river flood — Heavy rainfall and snowmelt,0,hanze,HANZE v3.0.1b id 2761; end 2006-04-13; persons affected 4200
hanze-50,2007-05-22T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG315;BG321;BG322;BG412;BG413;BG421;BG423),river flood — Heavy rainfall,2,hanze,HANZE v3.0.1b id 50; end 2007-06-06; persons affected 1000
hanze-51,2007-08-05T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG312;BG323;BG324;BG423;BG425),river flood — Heavy rainfall,8,hanze,HANZE v3.0.1b id 51; end 2007-08-08; persons affected n/a
hanze-52,2007-11-16T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG341;BG344;BG421),river flood — Heavy rainfall,2,hanze,HANZE v3.0.1b id 52; end 2007-11-21; persons affected n/a
hanze-53,2012-02-05T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG422;BG425),river flood — Heavy rainfall and snowmelt,5,hanze,HANZE v3.0.1b id 53; end 2012-02-09; persons affected 1000
hanze-54,2014-06-19T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG321;BG322;BG331;BG332;BG334),river flood — Heavy rainfall up to 155 mm in 24 h,15,hanze,HANZE v3.0.1b id 54; end 2014-06-25; persons affected 2000
hanze-55,2014-07-29T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG312;BG313),river flood — Heavy rainfall,2,hanze,HANZE v3.0.1b id 55; end 2014-08-02; persons affected 7247
hanze-56,2014-09-05T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG341),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 56; end 2014-09-08; persons affected n/a
hanze-57,2015-02-01T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG322;BG341;BG413;BG422;BG424),river flood — Heavy rainfall up to 87 mm in 24 h,5,hanze,HANZE v3.0.1b id 57; end 2015-02-04; persons affected n/a
hanze-2064,2017-10-24T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG341),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 2064; end 2017-10-25; persons affected n/a
hanze-2065,2018-06-27T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG341;BG421;BG423;BG424),river flood — Heavy rainfall up to 58 mm in 24 h,0,hanze,HANZE v3.0.1b id 2065; end 2018-07-02; persons affected 600
hanze-3017,2021-06-26T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG342),flash flood — Extreme rainfall up to 60 mm in 1 h,0,hanze,HANZE v3.0.1b id 3017; end 2021-06-26; persons affected 800
hanze-3018,2022-09-02T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG421),flash flood — Extreme rainfall up to 84 mm in 1 h,2,hanze,HANZE v3.0.1b id 3018; end 2022-09-03; persons affected 1920
hanze-3019,2023-09-04T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG341),river flood — Heavy rainfall up to 311 mm in 14 h,4,hanze,HANZE v3.0.1b id 3019; end 2023-09-06; persons affected n/a
hanze-3020,2025-04-26T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG312;BG313),river flood — Heavy rainfall and hail,0,hanze,HANZE v3.0.1b id 3020; end 2025-04-28; persons affected 200
hanze-3172,2025-10-03T12:00:00Z,day,42.77,25.22,country,Bulgaria (BG341),flash flood — Extreme rainfall over 410 mm in 7 h,4,hanze,HANZE v3.0.1b id 3172; end 2025-10-04; persons affected 110
hanze-2474,1959-12-06T12:00:00Z,day,45.08,16.4,country,Croatia (HR037),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2474; end 1959-12-14; persons affected 8000
hanze-58,1964-10-25T12:00:00Z,day,45.08,16.4,country,Croatia (HR050;HR065),river flood — Heavy rainfall,17,hanze,HANZE v3.0.1b id 58; end 1964-10-26; persons affected 40000
hanze-2535,1965-05-16T12:00:00Z,day,45.08,16.4,country,Croatia (HR022;HR025;HR026),river flood — Heavy rainfall (3 waves),0,hanze,HANZE v3.0.1b id 2535; end 1965-07-14; persons affected 35000
hanze-59,1966-12-01T12:00:00Z,day,45.08,16.4,country,Croatia (HR027;HR028),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 59; end 1966-12-15; persons affected 22000
hanze-60,1970-01-15T12:00:00Z,day,45.08,16.4,country,Croatia (HR024;HR025;HR026;HR028),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 60; end 1970-01-31; persons affected n/a
hanze-2590,1972-07-10T12:00:00Z,day,45.08,16.4,country,Croatia (HR022;HR025;HR061;HR062;HR063),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2590; end 1972-07-24; persons affected n/a
hanze-61,1974-10-15T12:00:00Z,day,45.08,16.4,country,Croatia (HR065;HR064;HR024;HR026;HR028),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 61; end 1974-10-31; persons affected n/a
hanze-2587,1974-10-20T12:00:00Z,day,45.08,16.4,country,Croatia (HR037),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2587; end 1974-10-24; persons affected 800
hanze-2933,1982-12-22T12:00:00Z,day,45.08,16.4,country,Croatia (HR025;HR027;HR064;HR065),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2933; end 1982-12-25; persons affected 4000
hanze-62,1989-07-01T12:00:00Z,day,45.08,16.4,country,Croatia (HR065;HR064),river flood — Heavy rainfall,5,hanze,HANZE v3.0.1b id 62; end 1989-07-15; persons affected n/a
hanze-63,1998-09-15T12:00:00Z,day,45.08,16.4,country,Croatia (HR028;HR050;HR065),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 63; end 1998-09-16; persons affected n/a
hanze-64,1998-11-04T12:00:00Z,day,45.08,16.4,country,Croatia (HR027;HR031),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 64; end 1998-11-10; persons affected n/a
hanze-65,2000-12-24T12:00:00Z,day,45.08,16.4,country,Croatia (HR032;HR037),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 65; end 2000-12-30; persons affected 1600
hanze-66,2001-09-06T12:00:00Z,day,45.08,16.4,country,Croatia (HR022;HR025),river flood — Heavy rainfall up to 180 mm in 24 h,0,hanze,HANZE v3.0.1b id 66; end 2001-09-06; persons affected 2000
hanze-2762,2002-08-09T12:00:00Z,day,45.08,16.4,country,Croatia (HR036),river flood — Heavy rainfall up to 136 mm in 24 h,0,hanze,HANZE v3.0.1b id 2762; end 2002-08-11; persons affected n/a
hanze-2066,2005-08-22T12:00:00Z,day,45.08,16.4,country,Croatia (HR061),river flood — Heavy rainfall up to 120 mm in 24 h,0,hanze,HANZE v3.0.1b id 2066; end 2005-08-27; persons affected 250
hanze-2763,2005-07-01T12:00:00Z,day,45.08,16.4,country,Croatia (HR022;HR024;HR025),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2763; end 2005-07-15; persons affected n/a
hanze-3001,2005-08-22T12:00:00Z,day,45.08,16.4,country,Croatia (HR065),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 3001; end 2005-08-22; persons affected n/a
hanze-2067,2006-04-04T12:00:00Z,day,45.08,16.4,country,Croatia (HR025),river flood — Heavy rainfall and snowmelt,0,hanze,HANZE v3.0.1b id 2067; end 2006-04-19; persons affected n/a
hanze-67,2010-05-30T12:00:00Z,day,45.08,16.4,country,Croatia (HR024;HR026),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 67; end 2010-06-20; persons affected 4400
hanze-68,2010-09-17T12:00:00Z,day,45.08,16.4,country,Croatia (HR028;HR065),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 68; end 2010-10-07; persons affected 3600
hanze-69,2010-12-01T12:00:00Z,day,45.08,16.4,country,Croatia (HR037),river flood — Heavy rainfall and snowmelt,0,hanze,HANZE v3.0.1b id 69; end 2010-12-05; persons affected 810
hanze-2764,2010-01-02T12:00:00Z,day,45.08,16.4,country,Croatia (HR032;HR035;HR037),river flood — Heavy rainfall and snowmelt,0,hanze,HANZE v3.0.1b id 2764; end 2010-01-15; persons affected 8400
hanze-70,2012-11-05T12:00:00Z,day,45.08,16.4,country,Croatia (HR061;HR062),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 70; end 2012-11-09; persons affected 1500
hanze-2766,2013-06-10T12:00:00Z,day,45.08,16.4,country,Croatia (HR025;HR026),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2766; end 2013-06-21; persons affected n/a
hanze-71,2014-05-15T12:00:00Z,day,45.08,16.4,country,Croatia (HR023;HR024;HR026;HR028),river flood — Heavy rainfall,3,hanze,HANZE v3.0.1b id 71; end 2014-05-20; persons affected 18000
